name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
Soldat sombrage,MaleEvenTonedAccented,"Les sombrages soldat sont des guerriers nordiques. ce sont de fiers membres des Stormcloaks, dans lesquels Ulfric Sombrage tente de séparer Bordeciel de l'empire et de se couronner comme grand roi.
les capes de tempête portent le nom de leur chef, Ulfric Sombrage. cependant, ce n'est pas Ulfric qui leur a donné ce nom, ni les capes-tempêtes elles-mêmes. c'est la légion Impériale qui les appela « stormcloaks », pour se moquer de leur cause, estimant qu'ils étaient des partisans aveugles d'Ulfric. Les Stormcloaks, cependant, ont pris ce nom avec honneur, car ils considèrent Ulfric comme le grand roi légitime et l'exemple de leurs valeurs nordiques. ils croient que porter son nom montrerait la justesse de leur cause. Cependant, la légion nie également avoir donné leur nom aux capes-tempête. Les légionnaires affirment qu'Ulfric leur a donné son nom en raison de sa soif de pouvoir.
les capes-tempête ont commencé quand Ulfric Sombrage et un groupe de milices ont repris Markarth aux mains des indigènes, qui se feront plus tard appeler les Parjure. en échange de leurs services rendus à Markarth, le jarl hrolfdir a promis à Ulfric et à ses hommes un culte gratuit des talos à Markarth. Lorsque la légion impériale revint de la grande guerre pour rétablir l'ordre, on lui aurait refusé l'entrée dans la ville jusqu'à ce qu'elle autorise également le culte libre des talos, ce qui avait été convenu entre hrolfdir et Ulfric. en raison de la violence chaotique qui aurait eu lieu à Markarth sous le règne de la milice, un auteur impérialiste a affirmé que la légion impériale avait été contrainte d'obliger. Lorsque les Talmor, les ennemis de l'empire dans la grande guerre, l'apprirent, ils exigeèrent qu'Ulfric et sa milice soient incarcérés, ou qu'ils entrent dans une autre guerre avec le dominion. Parce qu'Ulfric et ses partisans violaient de manière flagrante les termes du concordat d'or blanc, avec le consentement de l'empire, le choix des impériaux était clair : pour éviter d'inciter à un autre conflit avec le thalmor, les impériaux arrêtèrent Ulfric et toute sa milice. cet événement est appelé l'incident de Markarth par les Stormcloaks. Ulfric a affirmé que l'incident de Markarth montrait la véritable immoralité et la faiblesse de l'empire et avait été utilisé pour justifier la rébellion des Stormcloaks. Ulfric était depuis également connu sous le nom d'Ours de Markarth.
Des sombrages de soldat peuvent être rencontrés dans tout Bordeciel. l'Enfant de Dragon peut rejoindre les Stormcloaks et servir à leurs côtés. la majeure partie des opérations majeures des Stormcloaks consiste à envahir et à occuper des donjons, des villes et des cités qui étaient auparavant détenues par la légion impériale.
ils entretiennent également des camps situés dans toutes les cales. Les sombrages de soldats se déplacent par groupes de trois, se déplaçant entre leurs camps. ils peuvent emprunter les routes si possible, mais en terrain ouvert comme dans les plaines de Blancherive, ils peuvent plutôt choisir de se déplacer à travers la nature. ces petites bandes parcourent Bordeciel et s'efforcent d'éviter les colonies hostiles fidèles à l'empire. Lorsqu'ils sont rencontrés dans des cales amicales telles que La Brèche ou Estemarche, ils marchent à un rythme tranquille et offrent des instructions et des salutations polies lorsqu'ils sont approchés.
ils sont plus irritables lorsqu'ils voyagent dans des cales hostiles, comme Haafingar ou La Crevasse. là, ils se déplacent à un rythme plus rapide et avertissent les voyageurs qui s'approchent avec les armes dégainées.
on peut parfois voir un seul prisonnier escorté par trois soldats impériaux. le Prisonnier peut être libéré et/ou armé. les ravisseurs impériaux considèrent cela comme agressif et répondent avec une force meurtrière. le Prisonnier tentera de se frayer un chemin vers Vendeaume, et s'il survit, entrera dans la ville mais n'apparaîtra pas à l'intérieur.
Les sombrages de soldat peuvent être masculins ou féminins, sont toujours d'ascendance nordique et sont généralement membres de la classe Soldat ou guerrier.
contrairement aux Soldats impériaux qui sont armés exclusivement d'épées et de boucliers impériaux, les stormcloaks peuvent être armés d'un large assortiment d'armes, à une ou deux mains, qui sont généralement en acier et en fer. Les soldats sombrages et les gardes de Vendeaumes portent une forme d'armure d'apparence égale à celle de celles que portent les gardes de forteresse, mais plus faible, appelée cuirasse stormcloak. les boucliers utilisés par les capes-tempête peuvent être en acier ou en peau. en tant que tels, ils sont mieux armés mais moins blindés que leurs homologues impériaux qui utilisent une armure légère impériale, qui a des statistiques identiques à celles que portent les gardes de cale, ou une armure lourde impériale, qui a les mêmes statistiques que l'armure de fer. les Stormcloaks sont une force offensive des rebelles, tandis que les impériaux sont entraînés pour être défensifs et coordonnés.
",/wiki/Stormcloak_Soldier,NordMaleEvenTonedAccented,MaleEvenTonedAccented,Nord,Male,Human,,0467BB,Bethesda,en,
Storn Marche-Roc,Storn,"Storn Marche-Roc est le chaman aîné du Village skaal et le père de Fréa. il habite la Hutte du chaman, où on le retrouve la nuit.
Storn est rencontré en rentrant au village avec Fréa. l'Enfant de Dragon lui raconte la vision au Temple de Corberoc de Miraak. Les craintes de Storn se sont exaucées et il envoie l'enfant de dragon au Cap de Saering pour trouver un cri de dragon que Miraak a appris il y a longtemps. à la fin de cette quête, il donne deux autres quêtes : « nettoyer les pierres » et « le chemin de la connaissance ».
après avoir nettoyé la Pierre du Vent, Storn charge l'enfant de dragon de nettoyer les pierres restantes de Solstheim.
Storn racontera comment le Sorcier Néloth lui a posé des questions sur les livres noirs lorsqu'il est venu au skaal du Village. l'Enfant de Dragon est alors chargé de se rendre à Tel Mithryn, mais ils peuvent demander à Storn ce qu'il sait des livres.
après avoir parlé à Hermaeus Mora, le prince daedra dira qu'il échangera le dernier mot du virage criera en échange des secrets du skaal. après avoir parlé à Storn, il ne sait pas quoi faire, mais décide finalement de conclure l'accord avec Herma-Mora afin de vaincre Miraak.
citations:
si on lui demandait ce qui s'était passé à la Pierre du Vent : ""le pouvoir de la pierre avait été corrompu. C'était la source de l'influence qui avait pris le contrôle du skaal. Votre cri a brisé la volonté maléfique qui contrôlait la pierre, et a restauré sa vraie nature en tant que canal du don du créateur de tout, la libération des autres pierres diminuera l'influence sombre qui se propage à travers Solstheim.
",/wiki/Storn_Crag-Strider,ElderMaleOldKindly,DLC2MaleUniqueStorn,Nord,Male,Human,017A0E,17935,Bethesda,en,Shawn - started
Stromm,MaleWarlock,"Stromm était un invocateur breton et un érudit étudiant les dwemers. son Cadavre se trouve à l'intérieur des Quartiers Nchuand-Zel. son journal se trouve à côté de lui. il est entré avec Erj, Krag et Staubin mais tous ont été tués par Falmer.
selon son journal, il ""est resté avec un Garde pour étudier plus en détail les locaux d'habitation"". la Garde se situe légèrement avant la chambre de torture de Nchuand-Zel.
L'expédition perdue est une quête visant à restaurer l'ancien pouvoir de la ville de Nchuand-Zel et à découvrir ce qui est arrivé au groupe d'expédition disparu qui est parti explorer la ville abandonnée. la quête s'obtient en lisant les notes d'Alethius à côté de son cadavre dans le Nchuand-Zel - Site de fouilles.",/wiki/Stromm,BretonMaleWarlock,MaleWarlock,Breton,Male,Human,93844,93851,Bethesda,fr,
Élève,MaleYoungEager,"l'Élève est un Invocateur Bréton que l'on peut trouver lors d'une rencontre aléatoire qui peut avoir lieu à l'intérieur ou à proximité d'une des principales villes.
une fois que la compétence de restauration de l'enfant de dragon atteint 50, une rencontre peut avoir lieu entre l'enfant de dragon et un Élève, qui souhaite entrer à l'Académie de Fortdhiver. il demande à l'Enfant de Dragon de l'aider à apprendre, ce à quoi il peut répondre soit ""peut-être une autre fois"" ou ""bien sûr, je peux t'apprendre"". lorsqu'il choisit d'aider, l'Élève utilise un éclair de feu. après plusieurs blocages réussis dans n'importe quelle paroisse, il dira : « merci, je pense que je suis prêt à rejoindre le collège maintenant ».",/wiki/Student_(Skyrim),BretonMaleYoungEager,MaleYoungEager,Breton,Male,Human,,06F214,Bethesda,fr,
Styrr,MaleOldKindly,"Styrr est un ancien prêtre d'Arkay et le gardien de la Nécropole de Blancherive à Solitude.
il révélera que l'esprit de Potema septim se cache dans les catacombes sous le Temple de Corberoc des Divins, à Solitude, et fournira à l'enfant de dragon une clé pour entrer dans les catacombes. Si l'enfant de dragon demande s'il doit affronter Potema seul, il l'acceptera et lui fournira le sort de mort-vivant pour l'aider contre ses serviteurs.",/wiki/Styrr,ElderMaleOldKindly,MaleOldKindly,Elder,Male,Human,0198A8,0132A8,Bethesda,en,
Sudi,FemaleEvenToned,"Sudi est un jeune Rougegarde décédé qui se trouve au Phare d'Hiveronde, situé dans la vaste étendue de toundra montagneuse entre Fortdhiver et Aubétoile, près de la côte nord de Bordeciel.
Après que Sudi ait commencé à entendre des bruits étranges venant du sous-sol, son père était allé en ville chercher des pièges, croyant qu'ils avaient une infestation de Ragnard. ce qu'ils avaient réellement en bas, c'était Falmer, qui s'était frayé un chemin depuis le dessous de la Grotte.
Le père de Sudi est revenu et a retrouvé sa femme (et la mère de Sudi) Ramati morte. Sudi et son frère Mani ont été capturés par les Falmer et emmenés en contrebas. à un moment donné, les Falmer ont tué le frère de Sudi et l'ont placé dans une cage. Sudi et son père ont été réunis lorsqu'il a également été capturé et jeté dans la cage.
avant d'être emmené en nourriture au Faucheur Chaurus, il avait donné à Sudi un poignard de fer. elle avait l'impression que son père lui avait donné le poignard comme moyen de « s'échapper ». elle a pris le poignard et s'est suicidée, ne laissant derrière elle qu'une page gribouillée et une note tachée de sang.
",/wiki/Sudi,RedguardFemaleEvenToned,FemaleEvenToned,Redguard,Female,Human,04811A,04815F,Bethesda,ar,Shawn - doneish. Deceased
Sulla Trebatius,MaleSoldier,"Sulla Trebatius, un homme impérial, se trouve actuellement à l'intérieur d'une ruine dwemer connue sous le nom de Cathédrale d'Alftand, juste au-dessus de l'entrée des vastes cavernes souterraines de Griffenoire.
avant de se rendre dans les ruines, Sulla a rassemblé un équipage pour naviguer dans les ruines, composé des membres suivants : Umana, J'darr, J'zhar, Endrast, Yag gra-Gortwog et Valië. Sulla a laissé le manifeste de l'expédition à l'entrée des ruines, décrivant les membres de l'équipage et les rôles que chacun a remplis pour l'expédition. son journal décrit sa tentative malheureuse de fouiller les ruines, même si lui-même n'était pas intimidé par les tragédies. à l'intérieur, ils trouvèrent des dwemers d'Araignée dont ils se débarrassèrent facilement, puis Sulla commença à les démonter pour les rechercher.
selon le journal d'Endrast, leur camp fut pris dans une embuscade nocturne par les Falmer. tandis que tout le monde tentait de s'échapper, Sylla s'enfonça plus profondément dans les ruines. il ne partirait pas sans avoir trouvé ce qu'il cherchait. Umana, une Rougegarde, le poursuit.
Lorsque Sulla est rencontré pour la première fois, il est en discussion avec Umana. elle essaie de le persuader de quitter les ruines. Sulla est maintenant paranoïaque, pensant qu'Umana le trahira pour s'emparer de la gloire. ils se battent actuellement jusqu'à ce que l'un d'eux tue l'autre.
Les tactiques de combat de Sulla sont simples. il utilise la magie de destruction comme attaque principale et utilisera sa protection inférieure pour bloquer les sorts hostiles s'ils étaient utilisés contre lui. lorsqu'il manque de magie, il s'engage dans un combat au corps à corps. si sa santé devient très faible, il fuit le combat et utilise une guérison rapide. quand sa santé s'est suffisamment rétablie, il continue à se battre.
",/wiki/Sulla_Trebatius,ImperialMaleSoldier,MaleSoldier,Imperial,Male,Human,03B0FA,03B0E2,Bethesda,pt,Shawn - kinda done
Femme séduisante,MaleEvenToned,"Femme séduisante est une Brétonne qui apparaît dans les cauchemars de Pélagius le Fou lors de la quête ""l'esprit de la folie"".
Femme séduisante est vue pendant le segment des terreurs nocturnes après avoir été transformée du Strix à l'aide du wabbajack.",/wiki/Sultry_Maiden,BretonFeMaleEvenToned,MaleEvenToned,Breton,Female,Human,09F837,09F83A,Bethesda,fr,
Sulvar le Constant,MaleNord,"Sulvar le Constant est un Nordique au chômage de la ville de Vendeaume,
Le travail de Sulvar consiste à « surveiller le volant », une tâche qui, selon lui, est beaucoup plus compliquée qu'on pourrait le penser. il dit également que les gens l'oublient généralement en raison de son emplacement.",/wiki/Sulvar_the_Steady,NordMale,MaleNord,Nord,Male,Human,,14147,Bethesda,en,
Ombre de l'Automne,MaleEvenToned,"Ombre de l'Automnes sont des altmers hostiles qui sont membres de la faction Ombre de l'Automnes et dirigés par Linwë.
leur base est dans la Grotte des Collines murmurantes, qu'ils ont volée aux bandits.",/wiki/Summerset_Shadow,AltmerMaleEvenToned,MaleEvenToned,Altmer,Male,Elf,,0C5676,Bethesda,pl,
Susanna la Fielleuse,FemaleSultry,"Susanna habite à Vendeaume. elle travaille comme barmaid à l'Auberge du Candelâtre, une auberge/taverne populaire près de la porte principale de la ville. elle est employée par Elda Primaube, la femme d'âge moyen qui dirige Candlehearth.
Susanna est une belle femme nordique plantureuse aux yeux bleus et aux longs cheveux blonds. elle porte généralement une tenue de barmaid quelque peu révélatrice.
L'Auberge du Candelâtre est une grande bâtisse en bois à deux étages. Le rez-de-chaussée de Candlehearth fait office de salle de réception, où Elda se tient souvent derrière son comptoir, discutant parfois avec les habitués. la moitié arrière du rez-de-chaussée contient les pièces privées de l'auberge et la cuisine, où un homme âgé nommé Nils fait office de cuisinier. le deuxième étage est spacieux et se compose d'une immense salle avec plusieurs tables où les habitués peuvent profiter de leurs boissons et des performances de la Barde, une Elfe noire nommée Luaffyn. une cheminée centrale garde le deuxième étage au chaud. un auteur célèbre, un homme impérial nommé Adonato Leotelli, a récemment séjourné à Candlehearth. adonato se trouve généralement assis à une table au deuxième étage, concentré sur son écriture. d'autres mécènes notables incluent un mercenaire nommé Stenvar, un riche homme d'affaires et patriarche de clan Torbjorn Brise-Bouclier, un marin à la retraite nommé Capitaine Vendermite et une riche femme impériale plus âgée nommée Viola Giordano.
Susanna sympathise avec le sort des elfes noirs et des argoniens de Vendeaume, qui sont confrontés à la discrimination raciale dans la ville. les elfes noirs sont relégués dans les bidonvilles du quartier gris de la ville. les argoniens ne sont pas du tout autorisés à entrer dans la ville principale, limités aux quais de Vendeaume et aux bâtiments voisins.
un homme insaisissable (surnommé « le Boucher ») a récemment assassiné des jeunes femmes à Vendeaume et dépecé leurs corps. Susanna essaie d'être prudente lorsqu'elle marche seule dans les rues.
Susanna est parfois appelée « Susanna la Fielleuse ». ce titre humoristique « le méchant » contraste fortement avec la personnalité véritablement gentille de Susanna et se veut ironique.
selon Elda, Susanna ""joue au flirt, mais c'est juste pour avoir de bons pourboires"". Susanna se comporte en effet souvent de manière assez coquette, tant envers les hommes que envers les femmes. elle parle d'une voix sensuelle et séduisante.
citations:
""Je ne vous l'ai pas dit, mais si vous voulez un vrai verre, essayez le cornerclub dans le quartier gris.""
""Saviez-vous que la bougie sur le manteau ne s'est pas éteinte depuis plus de cent ans ?""
""Comment Elda peut-elle détester les elfes noirs alors qu'elle en sait si peu sur eux ?""",/wiki/Susanna_the_Wicked,NordFemaleSultry,FemaleSultry,Nord,Female,Human,01B11B,01412B,Bethesda,en,Shawn - done
